token,name,symbol,decimals,totalSupply
0x09f343787862BA8FCeCBAF55E5f51F45cBbe3AC4,Space Labs Finance,SLAB,18,100000000000000000000000000000000
0xB481598F27a0f716575E49a1f9085Ff5cd1b7cA1,HOPEMARS,HOPEMARS,18,1000000000000000000000000000000000
0x0b15855075aEF58F648e6248db22d06c11116421,Sand Storm,Sand Storm,18,500000000000000000000000000000
0xd4CB328A82bDf5f03eB737f37Fa6B370aef3e888,Cream,CREAM,18,128250000000000000000000
0x5215AEf82Ff4357773EABB8C38651d8f8ACd6f4A,Futurehodl,FUTUREHODL,9,1000000000000000000000000
0x75c737f038FAE17D4F3047ac03a6950651d548a6,X Æ A-12,X Æ A-12,9,10000000000000000000000
0x743528fAfd778093022447423e0275c43Be15c95,Clover Leaf Finance Token,CLF,18,3558663411564708107269959024054
0x06943eBfD2e56969bdcE64A8F329D9763b195Ea5,Zero Moon,ZEROMOON,18,1000000000000000000000000000000000
0x9115600613f09e9984E79838Fd7319b86C53dcc4,Billions,BILLIONS,18,1000000000000000000000000000000000
0x7741DBd69697a9256dA09B14B17a5f67558Ae4BC,fuckbidendefi,t.me/fuckbidenbsc,18,1000000000000000000000000000000000
0x73c8C1Ac22885121c13cf0c0b8554ED01FA77424,MonkeCoin,MNKE,5,30000000000000
0x449692f7e5Cded41F81cf388906212E21953eC4D,LUCKYDOGE ,LKD,0,1000000000000000
0x3618D63940bB11996BA7C34793aF220e53C29Bf4,起云台社区,QYT,18,88888000000000000000000
0x6864791fB0B86CB800D1C7fAde53FB56846B8394,Elon Musk Token,EMT,18,163115609799000000000000000000
0xC8829F612AEa6e55b6919A30046C6829650FA730,ANUBI,ANU,18,1000000000000000000000000000
0x6333f6DE062D647e212a55c16A2b62A22FC566cD,ANTIBIDENToken,ANTIBIDEN,9,100000000000000000000000000
0x8BF9b59E776C254DD9B1EEd5587E2DBE66A5e2b9,XoToMo,XTM,18,100000000000000000000000000000
0x5dD8cAF8c5652B413De3603bbea7aA644dC17900,ROYAL TOKEN,RYL,18,10000000000000000000000000000000
0x1F82a9b541FE4C322B5cd81DCB066620D57de35C,Donkey King,DONK,9,1000000000000000000000000
0x4e85Df50B9CdB97C0533D735D1ba47CE28587fe2,FamousExchange,FAM,18,10000000000000000000000
0xA982F29F6D542A32e2415dfCDeD300547b42438A,BSCGO,BSCGO,18,1005611236057302063559880000
0x8e6d1c31968EfE771112A009720F3bDC4921dd98,DKLM Token,DKLM,9,1000000000000000000000000
0x9Bf17db48B113087e87f505b5E1f55991822cAb8,SafElonSpaceX1000,SafElonSpaceX1000,9,1000000000000000000000000
0x04D24e3Ff7592566C12A5216E8a05d21cB29C9Ef,LamboToken,LAMBO,9,1000000000000000000000000
0x96e8D19f3b7086aF75f24E160DEb93A7901633d9,BeerNetwork,BeerNt,18,100000000000000000000000000000
0x2A587076be8A3C90612914e081134e6348C5D60a,Baby Doge,BABYDOGE,9,1000000000000000000000000
0xc7b470faCf6482B620e4109fE9101BB40626d4e5,MoonStar,MOONSTAR,9,1000000000000000000000000
0x4F00d4d01AB7566BEb850A3FBff633Ddd45913D5,JackpotTest,JT,9,1000000000000000000000
0x7bc21aC4F0170a2442D0bB709fC142A56A2fa19d,Shiba Cuddles,CUDL,18,5000000000000000000000000
0x61aD00BF78EAC98158A5f83144B245F91C2e95BC,AquaSwap Finance,AQUA,18,100522287013191632928445779
0x9d1646E017fc7401F211BE055539aD31a754C144,YOLO MOON,YLO,18,38440000000000000000000000000
0xD7352E4232C16Dd8923330F5ba1eDD16190f9414,BlowUP,BLW,18,1000000000000000000000
0x42d30419Df7779e8769E428C437A538986cb6958,Anubicoin,ANUBI,18,100000000000000000000000
0x2826AC9F66EC1f57736e44dAf7365221394aC59d,StopRacism,PEACE,18,100000000000000000000000
0xa5Fa89aC8e57D141A96F877966cb2087Bbd4f958,PornHub,PornHub,9,10000000000000000000
0x2C1d51bd8eaaCb0C01A4ef373D454b5D106Fea93,BROCOIN,BROCOIN,9,21000000000000000
0xb449a4C416C1af449e96914E4766a97f9f3063a3,TokatBilal,BLL,18,100000000000000000000000
0xf085931954AaE9e557aA5beA95D4C9cc877F064C,Wrapped Glaxiy,WGLAXIY,18,96800000000000000000000
0xeFb6882439b383cEc1fc85D4c4905B5BC1A778D6,Space Doge,SpaceDoge,9,10000000000000000000000
0xe577a2653Ca45375Cc5C65614f4426bc5E2A1B90,PurpleRain Token,PRT,9,1000000000000000000000000000
0x2e86cFeEC5D8556ea31C0FD0a93c5F4391b194e7,Rugpul Shit,RUGBULL,18,1000000000000000000000000000
0xC481E366aaD63dF7304DF888705B86523c3E8681,FilmVault,FilmVault,9,28000000000000
0xADb4817A67Aa4B38F66be18CCC451daa71327685,ANUBICOIN,ANUBI,18,100000000000000000000000
0x585A2ad277c4fa9a5Bcbd39cdf884838a6eD6a3f,MOONRAGE,RAGE,15,9260599784595942636734061
0xbC83647C2bb73b337DA716da17002a1439fb12ee,SafeMoon2,SM2,9,1000000000000000000000000
0x2598eaF38c6B494DcB944D9Bd3A7Dc38BbCE1E82,The Ultimate Moon,iMoon,18,876429616941994066554073915837
0xAdBAF88B39D37Dc68775eD1541F1bf83A5A45feB,COTI Token,COTI,18,38450000000000000000000000
0x03fF0ff224f904be3118461335064bB48Df47938,Harmony ONE,ONE,18,48699847231651321830986448
0xCbF07e85D9dF59329cdFe53714811D8f00b11f6e,TerraMoney,TERM,9,1000000000000000000000000
0x6BD5Cbd576a12d49ee3288e4c7278562B7F90F19,SafeMoonMars,SafeMoonMars,9,1000000000000000000000000
0xC11aD4BF2ff78CC06c4d44F9A831F77F06f262b4,KaiInu,KAI,9,100000000000000000000000
0x75F9A3B164A4b701B2294A9bc2051C24B4A0dA6a,JumpBox,JUMPBOX,18,100000000000000000000000
0x14990043249843500A3fc29e39D9E274F8E2c963,Oikos Network Token,OKS,18,170973693163573815701442268
0xd3C45fac4E2447a87A909fA2A715f10C13D5F8AD,XENON INTERNATIONAL SOFTWARWE,XIL,18,100000000000000000000000
0xc4DD51E11c2a36d4e855a22Ea9a75e723DC19889,Anubi,ANUBI,2,10000000000000000000
0x616821764b3564005660513969D3579c7819C9C6,LeDOGE,LeDOGE,8,9801000000000002
0xd0724eE213D6f1994a4875f855c2914811F58aB3,DIGICOIN,DIGICOINS,8,100000000000000000000000
0x4AAf26F1A9F2837d883E6FE2037d8d27FB52ABc2,AnubiCoin,ANUBI,9,100000000000000000000000000
0xc2c23a86DEF9e9f5972a633b3d25F7ecBFA5e575,Unilayer,LAYER,18,565844006359241390017599
0x300982Ce750D4339F9b845eEd02872e694EdDd27,t.me/JAZZFINANCE,JAZZ,8,100000000000000000000000
0xb28cCeeEAFCf5f837f10036059B7166ee6483d88,Anubi,ANUBI,2,10000000000000000000
0x6589f99E7B7101a45f669a5Bbd825E4A6499073f,CZ Token,CZT,9,1000000000000000000000000
0xedFc6dF723c9A7C0aD8EFDE10EC4Bf1121b5bd49,Alhambra Coin,ALHC,18,9
0x9735BD9100Bfd8359C4a4012Bc6e608b10F74cC9,ROYALTY TOKEN,RYLT,18,10000000000000000000000000000000
0x6BF2Be9468314281cD28A94c35f967caFd388325,Synth oUSD,oUSD,18,62816659711740647828962
0x7B9c3Df47F3326FbC0674d51dc3EB0f2Df29F37F,Lightning,LIGHT,8,5685686711566640
0x18067d513ea223b73FD41b25Bc834FF3571Cc88F,mus,MUS,18,100000000000000000000000
0xC227f8EECC481A8e8BAa30A4754B109b81C4DfA4,Vox.Finance,VOXb,18,14672269260444087068738
0xeAF99bc62A89Cb29884201Fd6FA9Dbf385171Dc4,XSUN FINANCE,XSUN,9,1000000000000000000000000
0x5a5E5aa559A1Cb868B941E1d22B1d32090ef5144,TrueMoon,TRUEMOON,9,5000000000000000000
0x593F3A9F7C5fb209E1D202f329F0bfCA0d376a96,AntiBear,ANTIBEAR,18,9999000000000000000000000
0xa198dE5eDE108030e62fb7e42F7E56e7eD860b5b,VitBadger,vBad,9,1000000000000000000000
0x1b07FE9E3695BB08a3A6BDF33Abf07ee10e4d20e,WALL GOLD,WGOLD,18,1000000000000000000000
0xafF028aCc5CE9ed50112deeF592295e4E202DBE5,JAZZ FINANCE,JZZ,8,800000000000000000000000
0xc845527a6328b26900f60C377c3E10253eB92817,MOON ROCK,🌕ROCK,9,1000000000000000000
0x627524d78B4fC840C887ffeC90563c7A42b671fD,Cryptokek.com,KEK,18,190571393139181617375745
0xb4662d4b877FbFe6e702Ef821aE308A85B6ef12B,WENLAMBO,WENLAMBO️,18,1000000000000000000000000000000000
0x37f1442aBCAdB42F7d0F0CDAB24A83C8DfC3f13D,ELON,ELON,18,100000000000000000000000
0xf664264e835Bc27cBF71Da6a6633A6C7B99B9De1,ASCENSION PROTOCOL V2,ASCEND,9,14400000000000000
0xDd079F1745f9420693e097a58bed95d2b61b9b13,ProjectTsukuyomi,TSUKU,18,1000000000000000000000000000
0x19469054471593ad9f2647024c9b7228D2245BAE,Mining Box,MBOX,18,8000000000000000000000000
0x50095220E2769E17E49ba42EED28b2781a5D4Dd8,MoonSaturn Finance,MSAT,8,100000000000000000000000
0x8a3E4D92396B85a319986442C402b94e623a0371,Cultivate Coin,Cltve,16,1000100000000000100000000
0xD85D2d2c6cCE9dAcb9003B981be215e9eA6CD4f1,Animus,ANA,18,19000000000000000000000000000000
0x0D94335595ae842890BEC091eF8C47d62F545d99,RICH,RICH,8,5603150282768
0x08900c99aaf15Ae382A83aA2db029cA7C3A69C03,FactCoin,FACT,18,1950000000000000000000000000
0x736eFd266E3Ef784Ca02F6a9B4a8f9c518D76817,CaptainPlanetMusk,CPM,9,1000000000000000000000000
0x73C276Dd8CAAdB9Cc1311be26416fC4B63A82639,Samo Shiba,SamoShiba,9,950852225230163074189382915
0xdcAf1Afc07d9e1C057bd5cd144659910C4b91682,SpaceCowBoy,SCB,18,100000000000000000000000
0xb73Ce93da68Bb9e79CAC502EA332C7D0AF930006,CutieMoon,CutieMoon,18,1000000000000000000000000000000000
0x21b3F987ed5087abc3B23F9120c5b5C21c4fdfcb,MOONLAID,MOONL,18,100000000000000000000000
0xe1D5330E92BFE7e884Af9e104ac2Ff5F4AD3E00E,ExtraSafe.tech,EXTRASAFE,9,1000000000000000000000000
0x4aC8B09860519d5A17B6ad8c86603aa2f07860d6,Derive DAO Token,DRV,18,1310922129989073940052858646
0x034d58566FaDBC79Dd2B9a31ff731EE9a5dF31d7,CZ Token,CZT,9,1000000000000000000000000
0xAB844d316B5a5093b7e7EdDE11cc08BeCCA36d1C,AnubiCoin,ANUBI,9,100000000000000000000000000
0x4e8a9D0BF525d78fd9E0c88710099f227F6924cf,LunarHighway,LUNAR,9,1000000000000000000000000
0xf0443834B7b21104b7102Edbe8F9ec06204Cd395,Friction Finance,TAO,9,50000000000000000
0x98d36Fd8569237500eea6F783247E54cfa449F08,ASSA,ASSA,18,1000000000000000000000000000000000
0x39aC5A36347348dc6166F74Ff869d77a583eb762,Anubi,ANUBI,2,10000000000000000000
0x5d319ff103ffC750b8750bD9941700Dd5355110e,UFO Moon Token,UFO,9,100000000000000000000000
0x0dC14161e32037E8FA9026f200ceC2d9240e7EAc,TokenJitsu,JITSU,9,1000000000000000000000000
0xFC8d3db16B05aF1b815DfcEb10Ddc679728A0868,ELON PROTOCOL,$EP,9,1000000000000000000
0xa59142a37987F66C1E83C663AFFe41ca810bc044,NewDOGEv2,NDGv2,18,145000000000000000000000000000
0x4E6B113BD7e2597327B024f79fcABA3855154261,KINGS TO GODS,K2G,18,148770822
0x07AaA29E63FFEB2EBf59B33eE61437E1a91A3bb2,QIAN second generation dollar,QSD,18,297939126738424869193168
0x729CD27F9A9b16fb4a91fa527aA6c7Da4eBB0371,NeverAJoy,NAJ,18,1000000000000000000000000000000
0xEB2c31D7146699F7500529AFC6E7FAaE907653A5,ORANGESANH,ORANGE,9,1000000000000000000000000
0x44C8AabfEFf9f366733b614D20706d08c6CfAf4e,Vessel,Vessel,9,1000000000000000000000000
0x807820941EB43eD18e048aAf14BE3086a04a00A2,SafePEPE,SAPE,9,1000000000000000000
0xc222744c839815f8C81721844e9Ab359E57B96c8,Everyone's music,EM,18,10000000000000000000000000
0xF750A26EB0aCf95556e8529E72eD530f3b60f348,GreenTrust,GNT,18,126105420000000000000000000000000
0x75de745a333a47Fe786e8DbBf3E9440d3d5Bc809,DEFISocial,bDFSocial,18,8711049728428821186686
0xdd11dAD31f10614E5b016ec16e6D675ed2D387C8,AnubiCoin,ANUBI,18,100000000000000000000000000000
0xd560F1A14683872273923eE016E9aD75A90Ef743,Green Plant Token,GPT,9,1000000000000000000
0xC13B01F0B296b33FE2d0b5f8cf3587c9C17cF204,Metrix Finance,METRIX,9,80000000000000000000
0x8551CBBcFe0b9802A1d0E9cc2510b94aD34649fe,KAI DOGE,KAI,9,100000000000000000000000000
0x308828F285CEC31A896291afF057ec8e5d3E016A,Anubi,ANUBI,2,10000000000000000000
0xDf7c4c67F3Ef3D4be2b4412593039F1D974c8B48,SamoyedToken.Finance,Samoyed,9,1000000000000000000000000
0x9056A0B53f39594abeE23d73D5A99e10338F2DC0,LongevityFinance,LONG,18,100000000000000000000000000
0x1A2fb0Af670D0234c2857FaD35b789F8Cb725584,QIAN governance token,KUN,18,1278788351360328802423552
0x48E8273D60AF43CE6D97892262d9ac18cd46EB7F,Safestartoken ,SST ,9,97418383107568506323
0xe70Bd5Ce5422E27aD6781Cc3cDB9556eBeaBEb96,CLOUD NINE,CLOUD9,18,10000000000000000000000000000
0xEE2e5372021499D6340e815c5b737AC7637532d2,Dunebucks,DUNE,2,100000000
0xf8FaA9c237808ECc7Ad51952dDdD4C0B16A54C49,XLAIM FINANCE,XLAIM,18,1000000000000000000000000
0xa428Ac85dbF40047645e18866E70D27103091355,Trodl,TRO,18,600000000000000000000000000
0x18DF75AAFFE03B6E87D886F9F725aB5776f18D38,DAOGe,DAOGE,9,1000000000000000000000000
0xb9e9b1818568C0Ef5776219BF9A702AFCAD28b4b,Ostrich NFT,OSIT,18,21000000000000000000000
0x549b31aa8Bac93aB7aFea8E0A527C09f1B68642F,KaiInu,KAI,9,100000000000000000000000
0xAA28125D5e41403d83792F9f9d9D0124D4aB5800,SPACE RABBIT,SPACE🐇,9,1000000000000000000
0xA1c2BA6D10B2362D5F1a4040456f612dA62FE1f6,FastBurn,FB,1,10000000000
0x3964315aDDbD29A93aDf5E163e9C24B876778649,MOONKOALA,MKOALA,9,1000000000000000000000000
0x8099C0c7b3E530F563d4B121Abd2Ee365c72fB78,XiaMiPool Token,XMPT,18,30087197000000000000000000
0x3c805A3Cec6E3FCF1435119676c5ac2a53B95dFe,Biden,BIDEN,18,160063046748160157837882649
0xAA5c91F3df88B8B3863d0899bcA33E70482beD2A,WAIVLENGTH,WAIV,9,1000000000000000000000000
0x47012B3acaEE8dCC554af2d16Ab0A3b7f2178E70,STAF,STAF,18,1000000000000000000000000000000000
0xe5AF3E22bFc99781391BB52F73f208E6B84b78F2,Eole,EOLE,18,10000000000000000000000
0x338c57782d68E1968d37263d5135EA3c3D3155dC,SafeHavenGold,SafeHavenGold,9,5000000000000000000
0xb1b17DFf66d75b29d34f0Bf8622c406D8219B507,OIL Token,OIL,18,90183040762645438623997
0x9C0FB9EED1CdEf5fBaB8556fAceEF38F9a5417f4,Shitmoon,Shit,18,333000000000000000000000000
0x237f213390a9A8222e96210182f35C118Adea86B,FETCH.AI,FAI,18,100000000000000000000000
0xd962EDE3AC9fd9E9547ED140b913b9b878fD66C1,LuigiBros,LGB,9,1000000000000000000000000
0x6fC13EACE26590B80cCCAB1ba5d51890577D83B2,Umbrella,UMB,18,3042645369938471014551165
0x622550242d615aEe918DEbfa10Ca01beb9444F8E,Backdoor Coin,BKR,18,1000000000000000000000000
0x541f26a675F8F4625dCA42FEdbec46b76393aCFe,Safe Pump and Dump,SPD,9,10000000000000000000000
0xAaD87f47CDEa777FAF87e7602E91e3a6AFbe4D57,CREAMPYE,PYE,18,1000000000000000000000000000000000
0x221B0815B38FccD0aa212162414Ab2335d7988ec,MARIOBROS,LUIGI,9,1000000000000000000000000
0x29cED01C447166958605519F10DcF8b0255fB379,Frax,FRAX,18,123114636690104554088603
0xDE2F075f6F14EB9D96755b24E416A53E736Ca363,Frax Share,FXS,18,999999999999999999999999
0x52b1fDa7CD7c80e85cA176956009cE77fEEB06ec,XFILL FINANCE,XFILL,18,1000000000000000000000000
0x3960cc051a8FEA6fF2f497Bda85dd7e8F01fe9C4,MOON CUM,🌕CUM,9,1000000000000000000
0x5E9B9157FDee15c00CE2a6eBe6A7DFfB03225aCC,CigarettesCoin,CigarettesCoin,9,600000000000000000000000
0x80FE4cd28E77495E863acCE0B773BBd51bE70454,Safe SpaceX,SSX,0,1000000000
0x5C03A8915Ad32A9eC4A6Ae44Bfb691671B2a530b,Go To Moon,GTM,9,1000000000000000000000000
0x9F1bC00B34FFe3789917e99a659843895Fba53f0,Clarity,CLA,9,10000000000000000000
0x170b2214a95240B29175F37E33aDc5079F46Cd01,Cloud Coin,CLC,18,1000000000000000000000000
0x295d9cdc8a0DcEd04D51A162aFeDBff9d648E5ff,SAFEMOONII,SAFEMOONII,10,10000000000000000000000000
0xB61E0654d8b3e6F93b79de8F1983B45eBC27C3cf,Real.Bitcoinauto,ReBa,18,27000000000000000000000000
0xF57A0b5b37C2E08a72880cbe1BeD79E251AC6a26,Kermit Coin,KERMIT,18,100000000000000000000000
0x1a32efDf481749c5Ad63594E58075F5f64830812,SAFE PUTIN,SAFEPUTIN,9,1000000000000000000000000
0xb6C53431608E626AC81a9776ac3e999c5556717c,pTokens TLOS,TLOS,18,7461840592913322700768216
0x84CE49ca9Ec6CeFB40C7A7D9E83c07a8BB285F2C,SAFEWHALE TOKEN,SWHALE,18,20000000000000000000000000
0x0fe2E63C4c86a729Db756BC60c7b4bE7D8cAc811,SpaceDoge,SPACEDOGE,18,175000000000000000000000000000000
0x5B42828aE37E8e1aE0172a1cE5EA37e69A85b1FF,Dendron,Dendron,8,1000000000000
0xcc986768Df8ed6158491341fee9B66Ced60114e9,Baboon,BABOON,9,100000000000000000000000000
0x36320030c931C61bdbf5664a01c10052d2d9D7AE,bAkita,bAkita,18,1000000000000000000000000000000
0x63e0f8c5cBb9c7c97F9f0890a937BfE3d4F21EeB,Useless Token,Useless,18,1000000000000000000000000000000
0x7D19A4883cEC0F917954AC08E9dCC22767B75a21,MilkySafe,MLS,9,10000000000000000000000
0x0f4d47102D56D995645A1903238e4d0B729f41A9,LastMoon,LASTMOON,9,1000000000000000000000000
0xe408C7a225dd298d0281893fA3769100159295A7,ProjectTsukuyomi,TSUKU,18,1000000000000000000000000000
0x048514600dc0b55DbEe9708BD4f34CE33f58B166,ANDROMENDA COIN,ANDRO,9,1000000000000000000
0x2621bd00bEf408941CFdEb76749EA63AF5eDe5a4,Beaky,BEAK,18,100000000000000000000000
0xF2b59019E272f6Abac730fD4bC9996f641d5CA36,MilkyWay,MLKY,9,1000000000000000000000000
0x57a325DdbFCa38067d4C77869b0f7424E79bf6Cd,Sofuras,SFS,9,10000000000000000
0x512c04A9b024E8af15f80215A02f693CC7F15D53,BABE Token,BABE,18,24019625326542180001434226
0x5Cb09911c7beA3396b4B0e997471a4989D65c2Da,Carboneum,C8,18,1031302014187106443213419
0x38079Fb834bc832b17B876Dc3018E3101A9a43f9,Crypto Rural Dog Token,CRD,18,4200000000000000000000000000000000
0x11Fa714C522d4eB242CbD77AB1A87DC515EBCf85,SafeGhost,SFGT,18,100000000000000000000000
0xb12989C0cC1633E50379FcF42F9bb1f33caF6F5C,SafePepe2,SAPE,18,999999999999000000000000000000
0x8afB8251F90a72B2CeD6CAE13d22C655f24F23C7,MoonFair DAO,MFAIR,18,110000000000000000000000000
0x18fCD272FCBB41Cf048c89695DFEB6A8d298beb1,Strainz,STRAINZ,0,18482377
0xA05781DC11078F00F8692f801fC08F11B2D03b07,Steven Test,STST,18,100000000000000000000000
0x407405a150E3D660DA171F7DD21fDC6d9ba0726F,CEEZEE,SAFU,18,948498960929086831890564368191
0xb8C339202e92A90bE3E7eF011993dA8c6868328B,Perfect Protocol,PFT,18,1000000000000000000000000000000
0x15c77cDBB099e89ECF2785cd32B542C1D4ceaD00,ELONMOON,ELONMOON,0,1000000000000000
0x75d82Eda504D7f49Ea261d062Ba08031530d44Da,SafeUFO,SUFO,9,1000000000000000000000000
0x6fD5276e97511ac01734b9293e13afBC129e16e7,Animals Token,ANM,18,100000000000000000000000000000
0xCE22Ba2E7b9BEea82870bD0d4c42f0c7C4448DFc,DeadCatCoin,DCC,2,10000000000
0x42282fBbef486cf9eaf00cb3030810310F614568,MoonLight,MOONLIGHT,18,1000000000000000000000000000000000
0x08788E52aba25160FB9dFe30a21046BD6503faDB,Venice token ,Vt,18,21000000000000000000000000000
0x7ccbEc54A5B792e21d1039c58bB034810b1DBFbe,MOONMISSION,MOONMISSION,18,1000000000000000000000000000
0x2d1b0210e91512f6e2a8568F58B77C6c3D4AC089,ScoobyMoonV2,SCOOBYMOONV2,9,1000000000000000000000000
0xb9440D3e81326f37FCe11fe3A17feB4340f45ce1,Comfy Doge,COMFY,18,959541575124644517857098409867
0xA125C5e66dED376FB42Fa41D0683bbddEc4D8633,BURNSAFE,BURNSAFE,18,1000000000000000000000000000000000
0x09F0ee0998aB1325472ED9121D8eE7E93F8eD4Cb,SafeDick,Safedick,18,1000000000000000000000000000000000
0x05AE2Bf26681f5d709cFdf106e6c0b4e3e5c9E97,EloniumCoin,ELNC,9,962345519257132207097
0x6d745447ccd6B46a9A5E32324b882503EAEb0B27,SafePikachiToken,SPKC,18,896400000000000000000000
0xd859c26aEB86ADE07002E24b29a052AFbE0F67E4,BNB plus,BNBP,18,100000000000000000000000000
0x7Ae694d1e0f470422AB2d5F99861B985d49848A9,SPACE BUKKAKE,BUKKAKE,9,1000000000000000000
0x393B312C01048b3ed2720bF1B090084C09e408A1,fry.world,FRIES,18,42389773128793460374895
0xbA0031CfcCD9452FbE5997c84597F207771FfB11,moonking,mk,18,100000000000000000000000000000
0xa4eF4b0B23C1fc81d3f9ecF93510e64f58A4A016,1MILNFT,1MIL,18,1197818500000000000000000
0xD393c8Fbab7789375234e7ee072f82931446Abf2,SAFEMOON GOLD,SAFEMOON GOLD,18,100000000000000000000000000000
0xEa21C5c60147b97a31195d738495811D8c59EcB6,UPmood TOKEN,UPM,18,10000000000000000000000000000000
0x2f160a70f0E7752da8f6a1f18d2B5CB1852D8E53,ELONMOON,E-MOON,9,1000000000000000000
0x300698589B7Ef7449e6974a0142c2aD0f077FfFC,Ylove Finance,YLOVE,18,100000000000000000000000
0x85714842010E04582C187ABDddCDC28B1D8de860,CHUASKY,CHUASKY,18,1000000000000000000000000000000000
0x789597A72aFF54fADea196c13fA1011C2e3c2a1E,Seedz,SEEDZ,18,332682075000000000000000
0xcFAfA929A82Ce8abFDFf15a193D74B5F21F66F03,ScoobyMoon,SCOOBYMOON,9,1000000000000000000000000
0xFB1C741AA19dF708CF4b5E91Ea25AA4Ab860361B,SafeShark,SSHARK,18,1000000000000000000000000000
0x9ED422663C631e480Cf30c09AAaecAa8c817f012,MARIOBROS,MARIO,18,10000000000000000000000000000
0xbBeA1AC815E5402DF5Ee9c80A93FC3e72119469D,MOONSTORM,MOONSTORM,9,1000000000000000000000000
0x58E2Ac1706B2cDda2a10606e91ee58De9dE64dE6,XBEL FINANCE,XBEL,18,1000000000000000000000000
0x98076A26B1C9b8e65b2C4C064e8284a22d7481ea,STAF,STAF,9,1000000000000000000
0xA986eB232B28513e8E2334516cC2dfB113296537,Zelda,Zelda,18,1000000000000000000000000000000000
0xCebd1bf2A9558e35466fd0c4618FA296d417F8e2,PUSSY COIN,PU$$Y,9,1000000000000000000
0x857FEc397b913d7879EE41c4CC55794C50159881,Safe Tesla,SAFETESLA,9,1000000000000000000
0x360AD70742851445E7624f96Afb0B69cb865Bb30,Leap,LEAP,9,1000000000000000000000000
0x618ECbc9A4F5Dc90dbbF81AD5A7a6CC03E928A0a,RIOT,RIOT,18,100000000000000000000000
0xEC7fA1534c4122f56107C40f9E928D9dE91e2975,Noise,ZZZ,18,777000000000000000000
0x2dBd86A424a815AD2A08a2D8dAE07007fed6Dc91,Trustworks,TRUST,18,999996654066499999272000
0x22BC41aE8deeeD542b957FBFF2A4E7B2b338a28f,Perla coin,PRL,8,10000000000000000000
0xB0a1A5e6C1Dc733A7846583Ce668350D7513F0fc,NNASMT Coin,NNASMT,0,1000000000000000
0x2111EccB044a741D3556b3fc486a7f999151F18D,mula,mina,18,100000000000000000000000000000
0x44b846d896604A0a7f25C2F8af6eD136D7CDEB6d,JackpotTest_TWO,JT2,9,1000000000000000000000
0xa999c25405C0A363BAbE4b2E033D5291C7842cB0,LOVEMUSK,LOVEMUSK,9,1000000000000000000000000
0x69C5240EfD9a1538AEdc532993a8FA7DA12B54cA,BANK,Bank,18,11944
0xB5fd5E4bAfc490e99ace8d9168Cb4D700fd41B57,Safe Farm Protocol,F✨,8,55000000000000000
0x64597FA0BfDe137c83D1E3B4214160F849aB5F62,Pompay,POM,18,200000000000000000000000000
0x51629010192FF812A60B86778DB6034e6D1e52DC,RamOS,ROS,8,10000000000000000
0x463299e168587044C33186ACb685631Beb5Cb205,1MILLION NFTS,1MIL,18,10000000000000000000000000
0x61f1290B8dE2c1a7A29778039C894CbFBEb9Cac3,SAFETH,SAFETH,9,1000000000000000000000000
0x3da7643b28867B272484878962e971c6Ec5B4398,ELONS FAT COCK,ELON COCK,9,1000000000000000000
0x61a615AFe1F62Afd31f88bC5b5C4Cf7E16212a18,Education Exchange,EDX,18,1000000000000000000000000
0x20b31726A055EFA7bC7Ce616B5CdCEEe5924A2C2,KICHIROINU,KICHIROINU,9,1000000000000000000000000
0xBFEf6cCFC830D3BaCA4F6766a0d4AaA242Ca9F3D,Wrapped Navcoin,WNAV,8,317482228718936
0xf076834D15265b2353230E093835e189cEab45a0,PLUTO PROTOCOL,PLUTO,9,1000000000000000000
0x336eD56D8615271b38EcEE6F4786B55d0EE91b96,Growth-Peg Token,GRO,18,1000000000000000000000000
0x7D27B8baeeeF1d489Dc60bb006565F942a5aF570,GOtoken,GO,8,3190992173343647
0x7B91240a439105e2637891B60d204C629FaA9682,MoonLanding,MNLD,9,1000000000000000000000000
0xD9c2D319Cd7e6177336b0a9c93c21cb48d84Fb54,HAPI,HAPI,18,131466666666640000000000
0x0d1cee8A41afE8273CA52fE026CD9BC73D08E6F3,Suhib,SUB,18,19000000000000000000000000
0x8B571fE684133aCA1E926bEB86cb545E549C832D,growth Root Token,gROOT,18,20000000000000000000000
0x6B9D58189519005126C2c54C5B4CB90B2B57C9a7,Moon Rat Token,MRAT,9,1000000000000000000000000
0x19Ede0A630D84e8b010E02b792d816c0Ca6C53c8,LiteMoon,LITEMOON,9,1000000000000000000000000
0x6c8dF4cFfbA5193d7d42E32Fae5dbeb3Ca8a911E,HODL,HODL,18,1000000000000000000000000
0xFA6CD59508Adb09aC49e7421929BA75d6d009407,FIREWORK.FINANCE,FIRE,9,1000000000000000000
0x4206931337dc273a630d328dA6441786BfaD668f,Dogecoin,DOGE,8,1301182017400673
0xA1db7Ce8d9E192bE8318bdC1E3B60c001C3769D3,SafeMoon SuperNova,SAFEMOONSN,0,1000000000000
0x55a16c8AAfE048cDA9889E74a67Bc1FB02C5895F,Moonandbeyondtoken ,MABT ,9,1000000000000000000
0x04911441d49019456e39620ea77fb722490f65Ad,dogeBin,dogeBin,18,10000000000000000000000000
0x9406461dAa7Ce32077eB7f9C09B1A1c83b710985,STX FINANCE,STX,18,1000000000000000000000000
0x37837C1794F9aC5E9405Fe58A157d117e8D88244,MOONROCK,🌕ROCK,9,1000000000000000000
